ts,i,p,bp,ap,bv,av,v,to,oi,MA5,wall
1760824511786,RB2501,2992.47,2992.27,2992.67,26,32,58,173563,131000,2993.38,1760824511801
1760824511786,HC2501,3028.41,3028.21,3028.61,21,24,45,136278,144000,3028.27,1760824511801
1760824511801,RB2501,2992.77,2992.57,2992.97,50,14,64,191537,141000,2993.29,1760824511801
1760824511801,HC2501,3029,3028.8,3029.2,50,6,56,169624,128000,3028.41,1760824511801
1760824511817,RB2501,2993.57,2993.37,2993.77,4,16,20,59871.5,137000,2993.22,1760824511848
1760824511817,HC2501,3029.43,3029.23,3029.63,37,35,72,218119,139000,3028.54,1760824511848
1760824511832,RB2501,2992.78,2992.58,2992.98,46,47,93,278328,119000,2992.95,1760824511848
1760824511832,HC2501,3029.16,3028.96,3029.36,40,6,46,139342,102000,3028.79,1760824511848
1760824511848,RB2501,2992.21,2992.01,2992.41,9,15,24,71813.1,137000,2992.76,1760824511880
1760824511848,HC2501,3028.25,3028.05,3028.45,2,20,22,66621.5,125000,3028.85,1760824511880
1760824511864,RB2501,2992.48,2992.28,2992.68,30,7,37,110722,137000,2992.76,1760824511880
1760824511864,HC2501,3028.29,3028.09,3028.49,3,7,10,30282.9,138000,3028.83,1760824511880
1760824511880,RB2501,2992.29,2992.09,2992.49,11,33,44,131661,105000,2992.67,1760824511911
1760824511880,HC2501,3027.9,3027.7,3028.1,6,7,13,39362.6,110000,3028.61,1760824511911
1760824511896,RB2501,2991.86,2991.66,2992.06,25,50,75,224389,101000,2992.32,1760824511911
1760824511896,HC2501,3027.21,3027.01,3027.41,6,8,14,42381,105000,3028.16,1760824511911
1760824511911,RB2501,2991.65,2991.45,2991.85,10,15,25,74791.4,106000,2992.1,1760824511927
1760824511911,HC2501,3026.66,3026.46,3026.86,22,8,30,90799.9,114000,3027.66,1760824511927
1760824511927,RB2501,2991.89,2991.69,2992.09,3,35,38,113692,111000,2992.04,1760824511927
1760824511927,HC2501,3027.59,3027.39,3027.79,16,46,62,187711,108000,3027.53,1760824511927
1760824511942,RB2501,2992.37,2992.17,2992.57,42,40,82,245374,110000,2992.01,1760824511958
1760824511942,HC2501,3028.42,3028.22,3028.62,39,38,77,233188,143000,3027.56,1760824511958
1760824511958,RB2501,2991.86,2991.66,2992.06,25,5,30,89755.7,136000,2991.93,1760824511958
1760824511958,HC2501,3029.06,3028.86,3029.26,19,20,39,118133,118000,3027.79,1760824511958
1760824511973,RB2501,2991.97,2991.77,2992.17,26,2,28,83775.2,104000,2991.95,1760824512004
1760824511973,HC2501,3028.22,3028.02,3028.42,13,45,58,175636,131000,3027.99,1760824512004
1760824511988,RB2501,2991.23,2991.03,2991.43,21,41,62,185456,129000,2991.86,1760824512005
1760824511988,HC2501,3027.91,3027.71,3028.11,10,36,46,139284,119000,3028.24,1760824512005
1760824512004,RB2501,2991.67,2991.47,2991.87,30,2,32,95733.5,147000,2991.82,1760824512005
1760824512004,HC2501,3027.47,3027.27,3027.67,39,11,50,151373,133000,3028.21,1760824512005
1760824512020,RB2501,2991.6,2991.4,2991.8,44,50,94,281210,135000,2991.66,1760824512035
1760824512020,HC2501,3028.38,3028.18,3028.58,22,46,68,205930,105000,3028.2,1760824512036
1760824512035,RB2501,2991.14,2990.94,2991.34,22,12,34,101699,117000,2991.52,1760824512036
1760824512035,HC2501,3028.33,3028.13,3028.53,39,21,60,181700,140000,3028.06,1760824512036
1760824512051,RB2501,2991.52,2991.32,2991.72,3,25,28,83762.6,132000,2991.43,1760824512067
1760824512051,HC2501,3027.85,3027.65,3028.05,6,21,27,81752.1,120000,3027.99,1760824512067
1760824512067,RB2501,2990.67,2990.47,2990.87,10,48,58,173459,126000,2991.32,1760824512067
1760824512067,HC2501,3027.25,3027.05,3027.45,3,30,33,99899.3,120000,3027.86,1760824512067
1760824512083,RB2501,2989.79,2989.59,2989.99,18,18,36,107632,134000,2990.94,1760824512099
1760824512083,HC2501,3026.42,3026.22,3026.62,8,34,42,127110,123000,3027.65,1760824512099
1760824512099,RB2501,2989.09,2988.89,2989.29,41,18,59,176356,122000,2990.44,1760824512099
1760824512099,HC2501,3026.59,3026.39,3026.79,18,12,30,90797.6,112000,3027.29,1760824512099
1760824512114,RB2501,2988.46,2988.26,2988.66,31,13,44,131492,129000,2989.91,1760824512146
1760824512114,HC2501,3025.73,3025.53,3025.93,47,19,66,199698,119000,3026.77,1760824512146
1760824512130,RB2501,2988.86,2988.66,2989.06,25,27,52,155421,115000,2989.37,1760824512146
1760824512130,HC2501,3026.27,3026.07,3026.47,46,30,76,229997,144000,3026.45,1760824512146
1760824512146,RB2501,2989.12,2988.92,2989.32,37,11,48,143478,124000,2989.06,1760824512176
1760824512146,HC2501,3026.64,3026.44,3026.84,27,40,67,202785,144000,3026.33,1760824512177
1760824512161,RB2501,2989.98,2989.78,2990.18,34,9,43,128569,110000,2989.1,1760824512177
1760824512161,HC2501,3027.39,3027.19,3027.59,8,41,49,148342,108000,3026.53,1760824512177
1760824512176,RB2501,2989.85,2989.65,2990.05,47,25,72,215269,132000,2989.25,1760824512207
1760824512176,HC2501,3027.64,3027.44,3027.84,16,30,46,139272,117000,3026.74,1760824512207
1760824512192,RB2501,2989.5,2989.3,2989.7,16,27,43,128549,136000,2989.46,1760824512207
1760824512192,HC2501,3027.7,3027.5,3027.9,6,49,55,166524,138000,3027.13,1760824512207
1760824512207,RB2501,2989.31,2989.11,2989.51,49,17,66,197294,148000,2989.55,1760824512208
1760824512207,HC2501,3027.38,3027.18,3027.58,7,21,28,84766.6,136000,3027.35,1760824512208
1760824512222,RB2501,2988.87,2988.67,2989.07,3,14,17,50810.8,109000,2989.5,1760824512253
1760824512222,HC2501,3026.6,3026.4,3026.8,12,7,19,57505.3,111000,3027.34,1760824512253
1760824512237,RB2501,2988.24,2988.04,2988.44,1,29,30,89647.3,108000,2989.15,1760824512253
1760824512237,HC2501,3025.99,3025.79,3026.19,31,36,67,202741,149000,3027.06,1760824512253
1760824512253,RB2501,2987.47,2987.27,2987.67,41,11,52,155349,130000,2988.68,1760824512284
1760824512253,HC2501,3025.92,3025.72,3026.12,25,21,46,139192,119000,3026.72,1760824512284
1760824512268,RB2501,2986.48,2986.28,2986.68,37,20,57,170229,126000,2988.07,1760824512284
1760824512268,HC2501,3025.4,3025.2,3025.6,29,44,73,220854,119000,3026.26,1760824512284
1760824512284,RB2501,2985.69,2985.49,2985.89,24,32,56,167199,132000,2987.35,1760824512315
1760824512284,HC2501,3025.39,3025.19,3025.59,13,42,55,166397,112000,3025.86,1760824512315
1760824512299,RB2501,2986.21,2986.01,2986.41,11,45,56,167228,137000,2986.82,1760824512315
1760824512299,HC2501,3024.54,3024.34,3024.74,50,37,87,263135,124000,3025.45,1760824512315
1760824512315,RB2501,2986.28,2986.08,2986.48,19,36,55,164245,148000,2986.43,1760824512346
1760824512315,HC2501,3023.57,3023.37,3023.77,20,8,28,84660.1,148000,3024.96,1760824512346
1760824512331,RB2501,2986.8,2986.6,2987,29,23,52,155314,126000,2986.29,1760824512346
1760824512331,HC2501,3022.67,3022.47,3022.87,50,18,68,205541,105000,3024.31,1760824512346
1760824512346,RB2501,2986.27,2986.07,2986.47,8,29,37,110492,132000,2986.25,1760824512376
1760824512346,HC2501,3023.5,3023.3,3023.7,18,1,19,57446.5,150000,3023.93,1760824512377
1760824512361,RB2501,2986.97,2986.77,2987.17,5,50,55,164283,119000,2986.51,1760824512377
1760824512361,HC2501,3024.27,3024.07,3024.47,31,38,69,208675,145000,3023.71,1760824512377
1760824512376,RB2501,2987.44,2987.24,2987.64,9,47,56,167296,111000,2986.75,1760824512392
1760824512376,HC2501,3023.39,3023.19,3023.59,48,49,97,293269,122000,3023.48,1760824512392
1760824512392,RB2501,2987.35,2987.15,2987.55,14,35,49,146380,117000,2986.96,1760824512393
1760824512392,HC2501,3022.51,3022.31,3022.71,13,5,18,54405.2,138000,3023.27,1760824512393
1760824512408,RB2501,2986.67,2986.47,2986.87,1,35,36,107520,110000,2986.94,1760824512438
1760824512408,HC2501,3023.12,3022.92,3023.32,46,10,56,169295,150000,3023.36,1760824512439
1760824512423,RB2501,2986.49,2986.29,2986.69,16,38,54,161270,120000,2986.98,1760824512439
1760824512423,HC2501,3022.86,3022.66,3023.06,22,42,64,193463,119000,3023.23,1760824512439
1760824512438,RB2501,2986.32,2986.12,2986.52,7,21,28,83617.1,135000,2986.85,1760824512454
1760824512438,HC2501,3021.9,3021.7,3022.1,27,31,58,175270,142000,3022.76,1760824512455
1760824512454,RB2501,2986.57,2986.37,2986.77,44,8,52,155302,122000,2986.68,1760824512455
1760824512454,HC2501,3022.19,3021.99,3022.39,38,37,75,226664,142000,3022.52,1760824512455
1760824512469,RB2501,2986.42,2986.22,2986.62,34,46,80,238914,147000,2986.5,1760824512500
1760824512469,HC2501,3022.16,3021.96,3022.36,50,15,65,196440,144000,3022.45,1760824512500
1760824512485,RB2501,2986.6,2986.4,2986.8,24,19,43,128424,111000,2986.48,1760824512500
1760824512485,HC2501,3022.77,3022.57,3022.97,3,4,7,21159.4,110000,3022.38,1760824512501
1760824512500,RB2501,2985.71,2985.51,2985.91,47,44,91,271700,148000,2986.33,1760824512501
1760824512500,HC2501,3022.96,3022.76,3023.16,26,35,61,184401,126000,3022.4,1760824512501
1760824512516,RB2501,2986.5,2986.3,2986.7,37,34,71,212041,107000,2986.36,1760824512546
1760824512516,HC2501,3022.94,3022.74,3023.14,26,5,31,93711,143000,3022.6,1760824512546
1760824512531,RB2501,2987.44,2987.24,2987.64,14,22,36,107548,133000,2986.53,1760824512546
1760824512531,HC2501,3023.09,3022.89,3023.29,45,8,53,160224,124000,3022.78,1760824512546
1760824512546,RB2501,2987.81,2987.61,2988.01,44,15,59,176281,107000,2986.81,1760824512577
1760824512546,HC2501,3023.41,3023.21,3023.61,30,36,66,199545,113000,3023.03,1760824512578
1760824512562,RB2501,2988.18,2987.98,2988.38,10,44,54,161362,147000,2987.13,1760824512578
1760824512562,HC2501,3023.07,3022.87,3023.27,26,10,36,108830,140000,3023.09,1760824512578
1760824512577,RB2501,2988.67,2988.47,2988.87,12,44,56,167366,111000,2987.72,1760824512609
1760824512577,HC2501,3023.9,3023.7,3024.1,8,11,19,57454.1,128000,3023.28,1760824512609
1760824512593,RB2501,2988.34,2988.14,2988.54,41,45,86,256997,107000,2988.09,1760824512609
1760824512593,HC2501,3023.92,3023.72,3024.12,14,50,64,193531,111000,3023.48,1760824512609
1760824512609,RB2501,2988.29,2988.09,2988.49,11,37,48,143438,144000,2988.26,1760824512609
1760824512609,HC2501,3024.2,3024,3024.4,27,35,62,187500,143000,3023.7,1760824512609
1760824512624,RB2501,2987.84,2987.64,2988.04,2,7,9,26890.5,112000,2988.26,1760824512640
1760824512624,HC2501,3025.15,3024.95,3025.35,15,17,32,96804.7,141000,3024.05,1760824512640
1760824512640,RB2501,2987.41,2987.21,2987.61,29,33,62,185220,114000,2988.11,1760824512640
1760824512640,HC2501,3024.98,3024.78,3025.18,3,3,6,18149.9,120000,3024.43,1760824512640
1760824512655,RB2501,2986.73,2986.53,2986.93,30,28,58,173231,145000,2987.72,1760824512686
1760824512655,HC2501,3024.58,3024.38,3024.78,39,49,88,266163,145000,3024.57,1760824512686
1760824512671,RB2501,2986.64,2986.44,2986.84,4,49,53,158292,137000,2987.38,1760824512686
1760824512671,HC2501,3024.12,3023.92,3024.32,33,10,43,130037,137000,3024.6,1760824512686
1760824512686,RB2501,2986.88,2986.68,2987.08,42,47,89,265832,144000,2987.1,1760824512716
1760824512686,HC2501,3024.23,3024.03,3024.43,11,17,28,84678.3,111000,3024.61,1760824512717
1760824512701,RB2501,2987.05,2986.85,2987.25,29,23,52,155326,125000,2986.94,1760824512717
1760824512701,HC2501,3023.56,3023.36,3023.76,5,22,27,81636.1,138000,3024.29,1760824512717
1760824512716,RB2501,2987.12,2986.92,2987.32,46,33,79,235983,142000,2986.88,1760824512748
1760824512716,HC2501,3022.68,3022.48,3022.88,33,17,50,151134,143000,3023.83,1760824512748
1760824512732,RB2501,2986.16,2985.96,2986.36,4,41,45,134377,104000,2986.77,1760824512748
1760824512732,HC2501,3021.93,3021.73,3022.13,24,5,29,87635.9,139000,3023.3,1760824512748
1760824512748,RB2501,2986.43,2986.23,2986.63,50,15,65,194118,124000,2986.73,1760824512779
1760824512748,HC2501,3022.89,3022.69,3023.09,17,22,39,117893,112000,3023.06,1760824512779
1760824512763,RB2501,2986.37,2986.17,2986.57,14,21,35,104523,121000,2986.63,1760824512779
1760824512763,HC2501,3023.27,3023.07,3023.47,33,46,79,238838,126000,3022.87,1760824512779
1760824512779,RB2501,2986.07,2985.87,2986.27,28,22,50,149303,112000,2986.43,1760824512810
1760824512779,HC2501,3023.7,3023.5,3023.9,7,22,29,87687.3,145000,3022.89,1760824512810
1760824512794,RB2501,2986.85,2986.65,2987.05,43,23,66,197132,106000,2986.38,1760824512810
1760824512794,HC2501,3023.16,3022.96,3023.36,48,9,57,172320,129000,3022.99,1760824512810
1760824512810,RB2501,2986.6,2986.4,2986.8,22,28,50,149330,116000,2986.46,1760824512825
1760824512810,HC2501,3023.79,3023.59,3023.99,27,33,60,181427,105000,3023.36,1760824512825
1760824512825,RB2501,2985.65,2985.45,2985.85,4,12,16,47770.4,108000,2986.31,1760824512825
1760824512825,HC2501,3023.53,3023.33,3023.73,32,37,69,208624,111000,3023.49,1760824512825
1760824512841,RB2501,2985.91,2985.71,2986.11,28,5,33,98535.2,137000,2986.22,1760824512871
1760824512841,HC2501,3023.27,3023.07,3023.47,21,10,31,93721.5,106000,3023.49,1760824512871
1760824512856,RB2501,2984.98,2984.78,2985.18,31,33,64,191039,130000,2986,1760824512871
1760824512856,HC2501,3022.76,3022.56,3022.96,9,23,32,96728.2,145000,3023.3,1760824512871
1760824512871,RB2501,2985.11,2984.91,2985.31,20,33,53,158211,149000,2985.65,1760824512871
1760824512871,HC2501,3022.45,3022.25,3022.65,49,48,97,293177,117000,3023.16,1760824512871
1760824512886,RB2501,2984.28,2984.08,2984.48,14,46,60,179057,122000,2985.19,1760824512917
1760824512886,HC2501,3022.63,3022.43,3022.83,12,2,14,42316.9,131000,3022.93,1760824512917
1760824512901,RB2501,2984.24,2984.04,2984.44,48,39,87,259629,116000,2984.91,1760824512917
1760824512901,HC2501,3022.31,3022.11,3022.51,19,27,46,139026,149000,3022.68,1760824512917
1760824512917,RB2501,2984.4,2984.2,2984.6,7,3,10,29844,108000,2984.6,1760824512948
1760824512917,HC2501,3023.12,3022.92,3023.32,10,44,54,163248,136000,3022.65,1760824512948
1760824512932,RB2501,2984.57,2984.37,2984.77,44,44,88,262642,117000,2984.52,1760824512948
1760824512932,HC2501,3023.67,3023.47,3023.87,50,27,77,232823,133000,3022.83,1760824512948
1760824512948,RB2501,2985.05,2984.85,2985.25,29,36,65,194028,144000,2984.51,1760824512948
1760824512948,HC2501,3023.28,3023.08,3023.48,24,46,70,211629,147000,3023,1760824512948
1760824512964,RB2501,2984.06,2983.86,2984.26,36,23,59,176060,124000,2984.46,1760824512979
1760824512964,HC2501,3023.25,3023.05,3023.45,42,25,67,202558,145000,3023.12,1760824512979
1760824512979,RB2501,2984.06,2983.86,2984.26,41,1,42,125330,148000,2984.43,1760824512995
1760824512979,HC2501,3023.48,3023.28,3023.68,27,9,36,108845,123000,3023.36,1760824512995
1760824512995,RB2501,2984.81,2984.61,2985.01,49,42,91,271618,108000,2984.51,1760824512995
1760824512995,HC2501,3023.65,3023.45,3023.85,48,29,77,232821,102000,3023.47,1760824512995
1760824513010,RB2501,2985.45,2985.25,2985.65,36,42,78,232865,116000,2984.69,1760824513041
1760824513010,HC2501,3022.81,3022.61,3023.01,40,26,66,199505,150000,3023.29,1760824513041
1760824513025,RB2501,2986.25,2986.05,2986.45,40,16,56,167230,108000,2984.93,1760824513041
1760824513025,HC2501,3022.9,3022.7,3023.1,5,30,35,105801,130000,3023.22,1760824513042
1760824513041,RB2501,2987.2,2987,2987.4,49,16,65,194168,124000,2985.55,1760824513072
1760824513041,HC2501,3022.41,3022.21,3022.61,39,49,88,265972,129000,3023.05,1760824513073
1760824513057,RB2501,2986.68,2986.48,2986.88,15,8,23,68693.6,147000,2986.08,1760824513073
1760824513057,HC2501,3022.37,3022.17,3022.57,15,13,28,84626.4,105000,3022.83,1760824513073
1760824513072,RB2501,2985.92,2985.72,2986.12,47,46,93,277690,141000,2986.3,1760824513104
1760824513072,HC2501,3023.05,3022.85,3023.25,3,16,19,57438,118000,3022.71,1760824513104
1760824513088,RB2501,2986.74,2986.54,2986.94,34,6,40,119470,119000,2986.56,1760824513104
1760824513088,HC2501,3022.92,3022.72,3023.12,11,47,58,175329,114000,3022.73,1760824513104
1760824513104,RB2501,2985.99,2985.79,2986.19,29,1,30,89579.7,138000,2986.51,1760824513135
1760824513104,HC2501,3022.27,3022.07,3022.47,1,3,4,12089.1,146000,3022.61,1760824513135
1760824513120,RB2501,2985.22,2985.02,2985.42,4,11,15,44778.3,109000,2986.11,1760824513136
1760824513120,HC2501,3022.53,3022.33,3022.73,7,46,53,160194,118000,3022.63,1760824513136
1760824513135,RB2501,2984.55,2984.35,2984.75,35,44,79,235780,144000,2985.69,1760824513167
1760824513135,HC2501,3021.56,3021.36,3021.76,2,2,4,12086.2,141000,3022.47,1760824513167
1760824513151,RB2501,2983.69,2983.49,2983.89,18,32,50,149184,137000,2985.24,1760824513167
1760824513151,HC2501,3021.57,3021.37,3021.77,12,14,26,78560.9,136000,3022.17,1760824513167
1760824513167,RB2501,2983.01,2982.81,2983.21,48,42,90,268471,102000,2984.49,1760824513182
1760824513167,HC2501,3021.05,3020.85,3021.25,28,31,59,178242,111000,3021.8,1760824513182
1760824513182,RB2501,2982.44,2982.24,2982.64,47,9,56,167017,115000,2983.78,1760824513182
1760824513182,HC2501,3020.84,3020.64,3021.04,38,9,47,141979,118000,3021.51,1760824513182
1760824513197,RB2501,2982,2981.8,2982.2,9,1,10,29820,105000,2983.14,1760824513227
1760824513197,HC2501,3021.13,3020.93,3021.33,23,40,63,190331,119000,3021.23,1760824513228
1760824513212,RB2501,2982.54,2982.34,2982.74,26,48,74,220708,127000,2982.74,1760824513228
1760824513212,HC2501,3020.83,3020.63,3021.03,22,17,39,117813,123000,3021.09,1760824513228
1760824513227,RB2501,2983.42,2983.22,2983.62,21,31,52,155138,113000,2982.68,1760824513259
1760824513227,HC2501,3020.51,3020.31,3020.71,7,28,35,105718,142000,3020.87,1760824513259
1760824513243,RB2501,2983.96,2983.76,2984.16,47,34,81,241701,131000,2982.87,1760824513259
1760824513243,HC2501,3020.18,3019.98,3020.38,11,48,59,178191,114000,3020.7,1760824513259
1760824513259,RB2501,2984.9,2984.7,2985.1,25,49,74,220883,133000,2983.37,1760824513291
1760824513259,HC2501,3020.52,3020.32,3020.72,22,2,24,72492.4,130000,3020.64,1760824513291
1760824513275,RB2501,2984.59,2984.39,2984.79,32,14,46,137291,144000,2983.88,1760824513291
1760824513275,HC2501,3020.25,3020.05,3020.45,28,28,56,169134,135000,3020.46,1760824513291
1760824513291,RB2501,2984.43,2984.23,2984.63,45,40,85,253676,112000,2984.26,1760824513322
1760824513291,HC2501,3019.93,3019.73,3020.13,33,31,64,193276,121000,3020.28,1760824513322
1760824513306,RB2501,2985.37,2985.17,2985.57,3,34,37,110459,111000,2984.65,1760824513322
1760824513306,HC2501,3020.06,3019.86,3020.26,29,30,59,178184,106000,3020.19,1760824513322
1760824513322,RB2501,2984.51,2984.31,2984.71,21,49,70,208916,112000,2984.76,1760824513353
1760824513322,HC2501,3019.69,3019.49,3019.89,21,4,25,75492.3,117000,3020.09,1760824513353
1760824513338,RB2501,2985.05,2984.85,2985.25,43,25,68,202984,138000,2984.79,1760824513353
1760824513338,HC2501,3020.44,3020.24,3020.64,34,19,53,160083,106000,3020.07,1760824513353
1760824513353,RB2501,2984.78,2984.58,2984.98,35,2,37,110437,149000,2984.83,1760824513383
1760824513353,HC2501,3020.67,3020.47,3020.87,44,21,65,196344,120000,3020.16,1760824513383
1760824513368,RB2501,2984.54,2984.34,2984.74,11,4,15,44768.1,116000,2984.85,1760824513383
1760824513368,HC2501,3019.85,3019.65,3020.05,21,49,70,211390,114000,3020.14,1760824513383
1760824513383,RB2501,2983.78,2983.58,2983.98,42,11,53,158140,104000,2984.53,1760824513414
1760824513383,HC2501,3019.09,3018.89,3019.29,27,21,48,144916,143000,3019.95,1760824513414
1760824513399,RB2501,2983.5,2983.3,2983.7,29,11,40,119340,148000,2984.33,1760824513414
1760824513399,HC2501,3019.42,3019.22,3019.62,24,38,62,187204,112000,3019.89,1760824513414
1760824513414,RB2501,2982.73,2982.53,2982.93,31,1,32,95447.5,138000,2983.87,1760824513446
1760824513414,HC2501,3018.58,3018.38,3018.78,36,12,48,144892,111000,3019.52,1760824513446
1760824513430,RB2501,2982.92,2982.72,2983.12,1,14,15,44743.8,125000,2983.49,1760824513446
1760824513430,HC2501,3019.17,3018.97,3019.37,11,40,51,153977,124000,3019.22,1760824513446
1760824513446,RB2501,2982.99,2982.79,2983.19,45,35,80,238639,105000,2983.18,1760824513477
1760824513446,HC2501,3019.48,3019.28,3019.68,19,31,50,150974,150000,3019.15,1760824513477
1760824513461,RB2501,2982.69,2982.49,2982.89,18,38,56,167031,128000,2982.97,1760824513477
1760824513461,HC2501,3020.17,3019.97,3020.37,43,34,77,232553,109000,3019.36,1760824513477
1760824513477,RB2501,2982.26,2982.06,2982.46,27,46,73,217705,104000,2982.72,1760824513508
1760824513477,HC2501,3020,3019.8,3020.2,3,22,25,75500,138000,3019.48,1760824513508
1760824513493,RB2501,2982.97,2982.77,2983.17,24,50,74,220740,117000,2982.77,1760824513508
